step,epoch,reward_mean,reward_std,loss,grad_norm,kl,frac_reward_zero_std,completion_mean_length,entropy,learning_rate
1320,5.16,0.7307380825281143,0.0,0.0,0.0,,1.0,83.6125,0.49147271309047935,1.3722440710057383e-06
1340,5.23,0.7132190376520157,0.0,0.0,0.0,,1.0,116.7625,0.5840048431768082,1.3005856557829327e-06
1360,5.31,0.7436487972736359,0.008749999105930328,-0.0016,0.0,,0.95,152.275,0.42748457530979067,1.2301852605788481e-06
1380,5.39,0.6907307535409928,0.0175138883292675,0.0032,0.0,,0.85,105.6375,0.5646062581683509,1.1611167256863904e-06
1400,5.47,0.7840833336114883,0.0,0.0,0.0,,1.0,110.7,0.5219975646585227,1.093452494460919e-06
1420,5.55,0.819116672873497,0.0,0.0,0.0,,1.0,84.05,0.5798989087343216,1.0272635373371639e-06
1440,5.62,0.7889011889696121,0.024892857670783995,0.0065,0.0,,0.95,90.425,0.5486551202717237,9.626192773910476e-07
1460,5.7,0.718540471792221,0.024700000882148743,-0.0035,0.0,,0.95,81.075,0.5660503071499988,8.995875175244606e-07
1480,5.78,0.6930672556161881,0.04074166715145111,0.0043,0.0,,0.9,120.925,0.5416675067041069,8.382343693493825e-07
1500,5.86,0.7760964184999466,0.01354999840259552,0.0023,0.0,,0.95,69.1625,0.5315514943795279,7.786241838459299e-07
1520,5.94,0.7475714206695556,0.0,0.0,0.0,,1.0,95.9875,0.509420451684855,7.208194838670635e-07
1540,6.02,0.7299023687839508,0.0,0.0,0.0,,1.0,74.9875,0.5098127484787256,6.648808985607511e-07
1560,6.09,0.784011909365654,0.0,0.0,0.0,,1.0,71.55,0.5849178430624307,6.108670997783619e-07
1580,6.17,0.6787523716688156,0.0,0.0,0.0,,1.0,93.5125,0.5347887370968237,5.588347405359975e-07
1600,6.25,0.749123802781105,0.0,0.0,0.0,,1.0,81.15,0.5834656307473779,5.088383955933013e-07
1620,6.33,0.7659952342510223,0.0,0.0,0.0,,1.0,81.625,0.5626610855571925,4.6093050421207096e-07
1640,6.41,0.7317619085311889,0.0,0.0,0.0,,1.0,102.7875,0.5168174772639759,4.15161315154716e-07
1660,6.48,0.7485751926898956,6.944537162780761e-05,0.0019,0.0,,0.95,97.925,0.5561533061903902,3.715788339802423e-07
1680,6.56,0.765771421790123,0.0,0.0,0.0,,1.0,78.125,0.5266481723170727,3.302287726930531e-07
1700,6.64,0.7134380877017975,0.0,0.0,0.0,,1.0,92.4,0.4925981533247977,2.911545017973652e-07
1720,6.72,0.7569862991571427,0.016041666269302368,0.0019,0.0,,0.95,99.2375,0.4743008896824904,2.5439700480754283e-07
1740,6.8,0.7654547482728958,0.0,0.0,0.0,,1.0,86.5125,0.4833668090635911,2.1999483526204678e-07
1760,6.88,0.7457077354192734,0.04074166715145111,-0.0164,0.5894103050231934,,0.9,105.575,0.5304836118244566,1.879840762860999e-07
1780,6.95,0.6579482018947601,0.04074166715145111,0.0091,0.0,,0.9,116.55,0.480415728315711,1.5839830274546885e-07
1800,7.03,0.7491785675287247,0.0,0.0,0.0,,1.0,112.4375,0.5503062547883019,1.3126854603106838e-07
1820,7.11,0.660799989104271,0.0,0.0,0.0,,1.0,103.15,0.5688977616140619,1.0662326151131525e-07
1840,7.19,0.7435654670000076,0.008750000596046447,0.0116,0.0,,0.95,103.1625,0.5354283813154325,8.44882986863782e-08
1860,7.27,0.7483261823654175,0.0,0.0,0.0,,1.0,85.4375,0.511566051270347,6.488687407562089e-08
1880,7.34,0.692785108089447,0.04093452394008636,0.0188,0.0,,0.9,104.3625,0.5030328435823321,4.783954686667897e-08
1900,7.42,0.779577973484993,0.04093452394008636,0.0012,0.0,,0.9,80.075,0.5983264272799715,3.336419735171154e-08
1920,7.5,0.713404756784439,0.0,0.0,0.0,,1.0,92.6125,0.4580512677668594,2.147600817344414e-08
1940,7.58,0.7702583253383637,0.024892857670783995,-0.0022,0.0,,0.95,88.975,0.47434958959929646,1.218744840067232e-08
1960,7.66,0.7485904723405838,0.0,0.0,0.0,,1.0,80.6125,0.5128353171981871,5.508260449930969e-09
1980,7.73,0.7314071416854858,0.0,0.0,0.0,,1.0,137.9,0.49053677016636354,1.4454498670443683e-09
2000,7.81,0.7846333354711532,0.0,0.0,0.0,,1.0,75.5625,0.4490805850364268,3.277979276627985e-12
