step,epoch,reward_mean,reward_std,loss,grad_norm,kl,frac_reward_zero_std,completion_mean_length,entropy,learning_rate
500,1.95,0.7303051561117172,0.04109841088065878,0.0113,0.7061339020729065,,0.75,54.45,0.4324900349602103,2.6366557307333885e-06
520,2.03,0.721389876306057,0.05473452210426331,0.0579,1.827147126197815,,0.8,55.5875,0.4642938224133104,2.604364828504479e-06
540,2.11,0.6831089168787002,0.06112023690948263,0.1277,0.9570951461791992,,0.65,58.725,0.3434461617376655,2.570915600073345e-06
560,2.19,0.6496960267424583,0.06893394187791273,0.0339,0.9678146839141846,,0.65,57.725,0.412347998470068,2.5363431290615723e-06
580,2.27,0.7640238016843796,0.08619481474161148,0.0384,0.0,,0.75,65.35,0.5354610397946089,2.500683677217104e-06
600,2.34,0.7327529668807984,0.029803571105003358,-0.0361,0.0,,0.85,57.0125,0.46760068107396363,2.4639746463806737e-06
620,2.42,0.7708164721727371,0.00868055522441864,-0.0044,0.0,,0.95,60.125,0.44759022872895005,2.4262545392564425e-06
640,2.5,0.6847690343856812,0.0570333331823349,0.1033,1.7448477745056152,,0.8,65.1,0.4738413005601615,2.3875629190279738e-06
660,2.58,0.6961559474468231,0.10460714399814605,0.0826,0.0,,0.7,73.025,0.5566415953915567,2.3479403678619225e-06
680,2.66,0.7192279696464539,0.02505833307513967,0.0571,0.0,,0.75,58.4,0.43854662869125605,2.3074284443429433e-06
700,2.73,0.6817071363329887,0.029928573465440422,-0.0206,0.0,,0.85,58.9875,0.4073306194273755,2.2660696398844725e-06
720,2.81,0.7097690388560295,0.04086666703224182,0.0319,0.0,,0.9,71.3,0.5267915892414748,2.223907334161109e-06
740,2.89,0.7242428526282311,0.04960000216960907,0.0387,0.0,,0.85,67.9,0.49239149065688254,2.18098574960932e-06
760,2.97,0.7056839257478714,0.016041666269302368,-0.0106,0.0,,0.95,76.0875,0.41151227336376905,2.137349905044214e-06
780,3.05,0.6942779630422592,0.0385535717010498,0.0016,0.0,,0.85,90.825,0.47302736788988115,2.093045568441022e-06
800,3.12,0.6961200326681137,0.01743055582046509,0.0145,0.0,,0.9,60.5125,0.45564065682701765,2.048119208930808e-06
820,3.2,0.7051273673772812,0.016249999403953552,-0.0344,0.0,,0.85,65.15,0.5664298070129007,2.0026179480607716e-06
840,3.28,0.7473343163728714,0.04087341129779816,-0.0147,0.936069130897522,,0.85,72.6625,0.44972682232037187,1.9565895103702494e-06
860,3.36,0.6831843137741089,0.04076388776302338,-0.0467,0.0,,0.85,92.8375,0.5874945244984702,1.910082173334265e-06
880,3.44,0.7133666515350342,0.0,0.0,0.0,,1.0,76.8875,0.4652445261599496,1.863144716727122e-06
900,3.52,0.7078904703259468,0.04849999845027923,0.0113,0.0,,0.85,66.7875,0.4726028012111783,1.8158263714591606e-06
920,3.59,0.7581886887550354,0.016041666269302368,-0.0039,0.0,,0.95,81.65,0.5268963244277984,1.7681767679403275e-06
940,3.67,0.7459605172276497,0.024830555915832518,-0.0202,0.0,,0.9,66.0125,0.5147310741944239,1.7202458840247305e-06
960,3.75,0.7795815408229828,0.0432702362537384,-0.004,0.0,,0.85,83.6625,0.5132332384120672,1.6720839925907729e-06
980,3.83,0.7243557512760163,0.06556388834724203,0.0338,0.0,,0.75,92.9375,0.6121599874226377,1.6237416088118434e-06
1000,3.91,0.7132190376520157,0.0,0.0,0.0,,1.0,90.225,0.5843087213346735,1.5752694371728762e-06
1020,3.98,0.7161958381533623,0.05566556006669998,0.0047,0.5541017651557922,,0.85,76.225,0.5971816113917157,1.5267183182883485e-06
1040,4.06,0.7755077362060547,0.016041666269302368,0.0035,0.0,,0.95,80.05,0.6287163985427469,1.4781391755774971e-06
1060,4.14,0.7312547534704208,0.0,0.0,0.0,,1.0,91.525,0.48799653074238447,1.4295829618526807e-06
1080,4.22,0.758566465973854,0.033380556106567386,-0.0188,0.0,,0.9,93.1375,0.5598345177946612,1.3811006058769194e-06
1100,4.3,0.7388767838478089,0.05466071367263794,0.064,0.0,,0.8,84.1875,0.5501423618290573,1.332742958946654e-06
1120,4.38,0.6956357002258301,0.0,0.0,0.0,,1.0,127.575,0.45562812448479234,1.2845607415557565e-06
1140,4.45,0.780720230937004,0.006416665762662888,-0.0088,0.0,,0.9,83.0125,0.5008041425608099,1.2366044901967373e-06
1160,4.53,0.7112999886274338,0.038633331283926965,0.0161,1.4161282777786255,,0.75,98.9375,0.5936588949640281,1.1889245043549448e-06
1180,4.61,0.6733259811997414,0.04581944197416306,-0.0152,0.0,,0.8,117.8375,0.5655267919762992,1.1415707937513488e-06
1200,4.69,0.6796309411525726,0.03211904764175415,0.0059,0.0,,0.85,133.425,0.5948676073807292,1.0945930258892487e-06
1220,4.77,0.6965880900621414,0.0,0.0,0.0,,1.0,119.1625,0.6481291307136416,1.0480404739599248e-06
1240,4.84,0.7137255907058716,0.00012499988079071045,-0.0067,0.0,,0.95,103.9,0.5010026555042714,1.0019619651618605e-06
1260,4.92,0.7543619036674499,0.024700000882148743,-0.0116,0.0,,0.95,147.875,0.5428919045254588,9.564058294877558e-07
1280,5.0,0.7382644727826119,0.0234416663646698,0.0101,0.0,,0.85,95.4375,0.6318088239757345,9.114198490330401e-07
1300,5.08,0.7003616958856582,0.00868055522441864,0.002,0.0,,0.95,100.5625,0.5149319446180016,8.670512078790499e-07
1320,5.16,0.7200749948620796,0.09045952558517456,0.0381,0.0,,0.8,92.3875,0.6148986412445083,8.233464426034429e-07
1340,5.23,0.7490845173597336,8.333325386047363e-05,-0.0109,0.0,,0.95,117.4125,0.6245108207454905,7.803513934697595e-07
1360,5.31,0.7590154737234116,0.04959285855293274,0.0017,0.0,,0.9,108.2375,0.6447226523188874,7.381111563473088e-07
1380,5.39,0.7450065404176712,0.04093452394008636,0.0224,0.0,,0.9,108.75,0.5569936681305989,6.966700354118342e-07
1400,5.47,0.7268474131822587,0.026180554926395417,0.0108,0.0,,0.85,107.6,0.5493552332511171,6.560714966765514e-07
1420,5.55,0.7280575275421143,0.005027776956558228,0.0027,0.0,,0.9,122.1,0.5166793119045906,6.163581224022984e-07
1440,5.62,0.7265440374612808,0.008749999105930328,0.0024,0.0,,0.95,83.6,0.5959636610466987,5.775715664346285e-07
1460,5.7,0.6889505922794342,0.016041666269302368,-0.0099,0.0,,0.95,109.6875,0.5768348965328187,5.397525105146764e-07
1480,5.78,0.7437464237213135,0.008750000596046447,0.0106,0.0,,0.95,102.825,0.6144952507806011,5.029406216096295e-07
1500,5.86,0.6930595159530639,0.006285715103149414,-0.0022,0.0,,0.95,101.3375,0.5876030598534271,4.671745103075579e-07
1520,5.94,0.6943664625287056,0.05701388716697693,0.0047,1.4826210737228394,,0.8,105.45,0.4724111400428228,4.3249169032023803e-07
1540,6.02,0.7315238058567047,0.0,0.0,0.0,,1.0,100.65,0.5769474648404866,3.9892853913645064e-07
1560,6.09,0.7102575331926346,0.024722221493721008,0.0131,0.8501311540603638,,0.9,108.225,0.6473315781215205,3.6652025986701717e-07
1580,6.17,0.6848607033491134,0.05678333342075348,0.0163,0.0,,0.85,116.3,0.536048043158371,3.3530084432159854e-07
1600,6.25,0.70596963763237,0.016041666269302368,-0.0191,0.0,,0.95,125.0,0.548905403050594,3.0530303735598076e-07
1620,6.33,0.7488668650388718,0.03350277642020956,-0.0271,0.0,,0.8,117.475,0.656465588696301,2.7655830252724256e-07
1640,6.41,0.745673206448555,0.04093452394008636,0.0158,0.0,,0.9,111.2625,0.5979545324109494,2.4909678909282954e-07
1660,6.48,0.7749976187944412,0.017499999701976778,0.0038,0.0,,0.9,116.0875,0.5628545764717273,2.2294730038814538e-07
1680,6.56,0.699021415412426,0.029799997806549072,-0.011,0.6334419250488281,,0.85,77.2125,0.5031891890685074,1.9813726361583183e-07
1700,6.64,0.7476357042789459,9.999871253967285e-05,0.0088,0.0,,0.95,151.875,0.6396946499822661,1.7469270107841912e-07
1720,6.72,0.765909519791603,0.0,0.0,0.0,,1.0,103.95,0.6485323461587541,1.5263820288452568e-07
1740,6.8,0.7027902722358703,0.027323412895202636,0.0067,0.0,,0.9,96.3,0.6125440781936049,1.3199690115722805e-07
1760,6.88,0.7402529656887055,0.016041666269302368,-0.0169,0.0,,0.95,109.5,0.692567787040025,1.1279044577165992e-07
1780,6.95,0.6934714242815971,0.04086666703224182,-0.0243,0.0,,0.9,94.575,0.5577845104271546,9.503898164728132e-08
1800,7.03,0.7401182532310486,0.03347222208976745,-0.0006,0.0,,0.85,108.3375,0.6339455716079101,7.876112761864102e-08
1820,7.11,0.7379196420311928,0.057084524631500246,-0.016,0.0,,0.85,129.025,0.5722615495556965,6.397395690678915e-08
1840,7.19,0.7310880869626999,0.0,0.0,0.0,,1.0,123.7,0.6585585699649528,5.069297921182692e-08
1860,7.27,0.6970357060432434,0.0,0.0,0.0,,1.0,84.0375,0.4663938862970099,3.893212444537253e-08
1880,7.34,0.7021857038140297,0.057099997997283936,0.0203,0.0,,0.75,108.5,0.7196902229916304,2.8703728120007376e-08
1900,7.42,0.7136547565460205,0.0,0.0,0.0,,1.0,144.075,0.513736120518297,2.001851841102692e-08
1920,7.5,0.704898202419281,0.016041666269302368,0.0004,0.0,,0.95,106.7,0.5746318436344154,1.2885604904066483e-08
1940,7.58,0.767377182841301,0.015030553936958313,-0.0028,0.0,,0.9,100.45,0.4880939261289313,7.3124690404033915e-09
1960,7.66,0.7090297549962997,0.008749999105930328,0.0019,0.6574254035949707,,0.95,134.0875,0.5470868963049724,3.3049562699585813e-09
1980,7.73,0.6965714186429978,0.0,0.0,0.0,,1.0,94.9625,0.545904828386847,8.67269920226621e-10
2000,7.81,0.7929755926132203,0.016077381372451783,-0.0196,0.0,,0.9,126.95,0.5730405114591122,1.966787565976791e-12
